"","Player","Tm","Pos","MP","FG","FGP","X3P","X3PP","FTP","AST","ORB","DRB","STL","BLK"
"465","Frank Ntilikina","NYK","PG","20.8","2.3","39.3","0.8","32.1","86.4","3","0.4","1.7","0.9","0.3"
"466","Kendrick Nunn","MIA","SG","29.3","6","43.9","2","35","85","3.3","0.3","2.4","0.8","0.2"
"467","Jusuf Nurkić","POR","C","31.6","6.8","49.5","0.3","20","88.6","4","2.9","7.4","1.4","2"
"468","David Nwaba","BRK","SF","13.4","1.9","52.1","0.6","42.9","66.7","0.4","0.4","1.9","0.6","0.6"
"469","Royce O'Neale","UTA","PF","28.9","2.2","43.3","1.3","37.7","76.4","2.5","0.4","5.1","0.8","0.5"
"470","Kyle O'Quinn","PHI","C","10.8","1.4","49.4","0.2","25.9","55","1.8","1.2","2.8","0.2","0.8"
"471","Semi Ojeleye","BOS","PF","14.7","1.2","40.8","0.7","37.8","87.5","0.5","0.4","1.7","0.3","0.1"
"472","Jahlil Okafor","NOP","C","15.6","3.4","62.3","0","33.3","64.5","1.2","1.6","2.6","0.2","0.7"
"473","Elie Okobo","PHO","PG","13.1","1.3","39.8","0.5","35.2","70.4","2.1","0.3","1.3","0.4","0.1"
"474","Josh Okogie","MIN","SG","25","2.7","42.7","0.7","26.6","79.6","1.6","1.4","2.9","1.1","0.4"
"475","KZ Okpala","MIA","SF","5.2","0.6","60","0","0","50","0.2","0.2","0.8","0.4","0.2"
"476","Victor Oladipo","IND","SG","27.8","5.1","39.4","1.7","31.7","81.4","2.9","0.5","3.5","0.9","0.2"
"477","Kelly Olynyk","MIA","C","19.4","2.7","46.2","1.4","40.6","86","1.7","0.7","3.9","0.7","0.3"
"478","Miye Oni","UTA","SG","10.9","1.2","37.5","0.7","36.8","80","0.4","0.5","1.2","0.4","0.2"
"479","Cedi Osman","CLE","SF","29.4","4.1","43.7","1.9","38.3","67","2.4","0.6","3","0.8","0.2"
"480","Kelly Oubre Jr.","PHO","SF","34.5","6.7","45.2","1.9","35.2","78","1.5","1.2","5.3","1.3","0.7"
"481","Tariq Owens","PHO","PF","5","0.3","20","0","0","100","0","0.7","0.3","0.3","0"
"482","Jeremy Pargo","GSW","PG","14.7","3.7","50","1","42.9","0","2.7","0.3","0.7","0.3","0"
"483","Jabari Parker","TOT","PF","24.1","5.8","51","0.8","26.9","75.3","1.8","1.6","4","1.2","0.4"
"484","Jabari Parker","ATL","PF","26.2","6.2","50.4","1","27","73.6","1.8","1.7","4.3","1.3","0.5"
"485","Jabari Parker","SAC","PF","13.3","3.5","58.3","0.2","25","88.9","1.7","1.2","2.7","0.5","0.2"
"486","Chandler Parsons","ATL","SF","10.8","1","27.8","0.8","28.6","0","0.6","0.2","1.2","0.8","0.2"
"487","Eric Paschall","GSW","PF","27.6","5.3","49.7","0.6","28.7","77.4","2.1","1.4","3.2","0.5","0.2"
"488","Anžejs Pasečņiks","WAS","C","16.2","2.3","52.6","0","0","58.6","0.7","1.6","2.4","0.3","0.4"
"489","Patrick Patterson","LAC","PF","13.2","1.6","40.8","1.1","39","81.4","0.7","0.6","2","0.1","0.1"
"490","Justin Patton","OKC","C","4.8","0.8","40","0.2","25","0","0.4","0.2","0.8","0","0"
"491","Chris Paul","OKC","PG","31.5","6.2","48.9","1.6","36.5","90.7","6.7","0.4","4.6","1.6","0.2"
"492","Cameron Payne","PHO","PG","22.9","4.1","48.5","1.9","51.7","85.7","3","0.5","3.4","1","0.3"
"493","Elfrid Payton","NYK","PG","27.7","4.3","43.9","0.3","20.3","57","7.2","1.2","3.6","1.6","0.4"
"494","Gary Payton II","WAS","PG","14.9","1.7","41.4","0.4","28.3","50","1.7","0.9","1.9","1.1","0.2"
"495","Norvel Pelle","PHI","C","9.7","1","52.1","0","0","50","0.3","0.8","2.2","0.1","1.3"
"496","Theo Pinson","BRK","SG","11.1","1.4","29","0.5","18.8","93.8","1.7","0.3","1.3","0.5","0.1"
"497","Mason Plumlee","DEN","C","17.3","2.9","61.5","0","0","53.5","2.5","1.6","3.6","0.5","0.6"
"498","Jakob Poeltl","SAS","C","17.7","2.5","62.4","0","0","46.5","1.8","2","3.7","0.6","1.4"
"499","Vincent Poirier","BOS","C","5.9","0.8","47.2","0","50","85.7","0.4","0.6","1.4","0.1","0.4"
"500","Shamorie Ponds","TOR","PG","2.8","0.8","60","0.3","50","100","0.5","0","0.3","0","0.3"
"501","Jordan Poole","GSW","SG","22.4","2.9","33.3","1.3","27.9","79.8","2.4","0.2","1.9","0.6","0.2"
"502","Kevin Porter Jr.","CLE","SF","23.2","3.7","44.2","1.1","33.5","72.3","2.2","0.4","2.8","0.9","0.3"
"503","Michael Porter Jr.","DEN","PF","16.4","3.5","50.9","1.1","42.2","83.3","0.8","1.2","3.5","0.5","0.5"
"504","Otto Porter","CHI","SF","23.6","4.4","44.3","1.7","38.7","70.4","1.8","0.9","2.5","1.1","0.4"
"505","Bobby Portis","NYK","C","21.1","4","45","1","35.8","76.3","1.5","1.2","3.9","0.5","0.3"
"506","Kristaps Porziņģis","DAL","PF","31.8","7","42.7","2.5","35.2","79.9","1.8","1.8","7.7","0.7","2"
"507","Dwight Powell","DAL","C","26.5","3.7","63.8","0.3","25.6","66.7","1.5","1.9","3.8","0.9","0.6"
"508","Norman Powell","TOR","SG","28.4","5.7","49.5","2.1","39.9","84.3","1.8","0.5","3.2","1.2","0.4"
"509","Chasson Randle","GSW","PG","13.3","0","0","0","0","83.3","1.7","0","0.7","0.7","0"
"510","Julius Randle","NYK","PF","32.5","7.2","46","1","27.7","73.3","3.1","2.4","7.4","0.8","0.3"
"511","Josh Reaves","DAL","SG","7","0.8","33.3","0","0","100","0.8","0.3","0.5","0","0"
"512","Cam Reddish","ATL","SF","26.7","3.7","38.4","1.4","33.2","80.2","1.5","0.6","3.1","1.1","0.5"
"513","J.J. Redick","NOP","SG","26.4","4.8","45.3","3","45.3","89.2","2","0.2","2.4","0.3","0.2"
"514","Naz Reid","MIN","C","16.5","3.3","41.2","1.1","33","69.8","1.2","1.1","3","0.6","0.7"
"515","Josh Richardson","PHI","SG","30.8","5.1","43","1.5","34.1","80.9","2.9","0.7","2.4","0.9","0.7"
"516","Austin Rivers","HOU","SG","23.4","3.1","42.1","1.4","35.6","70.3","1.7","0.4","2.2","0.7","0.1"
"517","Andre Roberson","OKC","SG","12.4","1.1","27.6","0.4","21.4","50","0.6","1","2.9","0.1","0.4"
"518","Duncan Robinson","MIA","SF","29.7","4.4","47","3.7","44.6","93.1","1.4","0.1","3","0.5","0.3"
"519","Glenn Robinson III","TOT","SF","28.8","4.6","48.6","1.2","39.1","86","1.5","1.3","3","0.9","0.3"
"520","Glenn Robinson III","GSW","SF","31.6","5.1","48.1","1.4","40","85.1","1.8","1.4","3.3","0.9","0.3"
"521","Glenn Robinson III","PHI","SF","19.3","3.1","51.8","0.6","33.3","91.7","0.8","1.1","2.1","0.6","0.1"
"522","Jerome Robinson","TOT","SG","15.5","1.8","37.1","0.8","32","70.2","1.4","0.2","1.8","0.4","0.3"
"523","Jerome Robinson","LAC","SG","11.3","1.1","33.8","0.5","28.4","57.9","1.1","0.1","1.3","0.3","0.2"
"524","Jerome Robinson","WAS","SG","24","3.3","39.7","1.4","34.9","76.3","2","0.4","2.9","0.7","0.4"
"525","Justin Robinson","WAS","PG","5.4","0.6","41.7","0.3","60","0","0.8","0.1","0.4","0","0.1"
"526","Mitchell Robinson","NYK","C","23.1","4.1","74.2","0","0","56.8","0.6","3","4","0.9","2"
"527","Isaiah Roby","OKC","SF","3.7","0","0","0","0","0","0","0","0.7","0","0"
"528","Rajon Rondo","LAL","PG","20.5","2.9","41.8","0.9","32.8","65.9","5","0.5","2.5","0.8","0"
"529","Derrick Rose","DET","PG","26","7.4","49","0.9","30.6","87.1","5.6","0.5","1.9","0.8","0.3"
"530","Terrence Ross","ORL","SG","27.4","4.9","40.3","2.6","35.1","85.3","1.2","0.2","3","1.1","0.3"
"531","Terry Rozier","CHO","PG","34.3","6.3","42.3","2.7","40.7","87.4","4.1","0.8","3.6","1","0.2"
"532","Ricky Rubio","PHO","PG","31","4.4","41.5","1.2","36.1","86.3","8.8","0.7","4","1.4","0.2"
"533","D'Angelo Russell","TOT","PG","32.3","8","42.6","3.5","36.7","80.9","6.3","0.4","3.6","1.1","0.3"
"534","D'Angelo Russell","GSW","PG","32.1","8.3","43","3.6","37.4","78.5","6.2","0.4","3.3","0.9","0.3"
"535","D'Angelo Russell","MIN","PG","32.7","7.3","41.2","3.2","34.5","87.3","6.6","0.3","4.3","1.4","0.3"
"536","Domantas Sabonis","IND","PF","34.8","7.4","54","0.3","25.4","72.3","5","3","9.4","0.8","0.5"
"537","Luka Šamanić","SAS","PF","16","1.7","31.3","1","37.5","75","2","0.3","3","0","0.7"
"538","JaKarr Sampson","IND","SF","13.9","2","59.1","0.1","15.4","66.7","0.6","0.6","2","0.5","0.4"
"539","Dario Šarić","PHO","PF","24.7","3.9","47.6","1.3","35.7","84.4","1.9","1.5","4.6","0.6","0.2"
"540","Tomáš Satoranský","CHI","PG","28.9","3.6","43","1","32.2","87.6","5.4","1.2","2.7","1.2","0.1"
"541","Admiral Schofield","WAS","SF","11.2","1.1","38","0.6","31.1","66.7","0.5","0.2","1.2","0.2","0.1"
"542","Dennis Schröder","OKC","PG","30.8","7","46.9","1.9","38.5","83.9","4","0.3","3.3","0.7","0.2"
"543","Mike Scott","PHI","PF","17.8","2.2","42.6","1.2","36.9","81.1","0.8","1","2.7","0.3","0.1"
"544","Thabo Sefolosha","HOU","PF","10.6","0.9","40.7","0.4","27.8","37.5","0.6","0.5","1.8","0.6","0.3"
"545","Collin Sexton","CLE","SG","33","7.9","47.2","1.5","38","84.6","3","0.9","2.2","1","0.1"
"546","Landry Shamet","LAC","SG","27.4","3","40.4","2.1","37.5","85.5","1.9","0.1","1.8","0.4","0.2"
"547","Marial Shayok","PHI","SG","7","0.8","25","0.5","33.3","75","0.3","0.3","1.5","0","0.3"
"548","Iman Shumpert","BRK","SG","18.5","1.6","32.8","0.6","24.2","57.1","0.9","0.7","1.9","0.9","0.2"
"549","Pascal Siakam","TOR","PF","35.2","8.3","45.3","2.2","35.9","79.2","3.5","1.1","6.3","1","0.9"
"550","Chris Silva","MIA","PF","7.9","1.1","61.5","0","0","67.3","0.5","1.4","1.5","0.2","0.5"
"551","Ben Simmons","PHI","PG","35.4","6.6","58","0","28.6","62.1","8","2","5.8","2.1","0.6"
"552","Anfernee Simons","POR","SG","20.7","3.1","39.9","1.1","33.2","82.6","1.4","0.4","1.8","0.4","0.1"
"553","Alen Smailagić","GSW","PF","9.9","1.4","50","0.2","23.1","84.2","0.9","0.7","1.2","0.2","0.3"
"554","Marcus Smart","BOS","SG","32","4.3","37.5","2.3","34.7","83.6","4.9","0.7","3.1","1.7","0.5"
"555","Dennis Smith Jr.","NYK","PG","15.8","2.1","34.1","0.5","29.6","50.9","2.9","0.6","1.7","0.8","0.2"
"556","Ish Smith","WAS","PG","26.3","4.5","44.7","0.9","36.7","72.1","4.9","0.4","2.8","0.9","0.4"
"557","J.R. Smith","LAL","SG","13.2","1.2","31.8","0.2","9.1","100","0.5","0","0.8","0.2","0"
"558","Zhaire Smith","PHI","SG","4.6","0.4","27.3","0","0","50","0.3","0","0.3","0.4","0"
"559","Tony Snell","DET","SF","27.8","2.9","44.5","1.7","40.2","100","2.2","0.2","1.7","0.5","0.3"
"560","Omari Spellman","GSW","PF","18.1","2.6","43.1","0.9","39.1","79.3","1","1.6","2.9","0.7","0.5"
"561","Max Strus","CHI","SG","3","1","66.7","0","0","100","0","0.5","0","0","0"
"562","Edmond Sumner","IND","PG","14.4","2","43","0.5","26.4","55.2","1.8","0.4","1.1","0.5","0.3"
"563","Caleb Swanigan","TOT","PF","10.7","1","59.6","0","0","52.9","1.1","1","2.7","0.1","0.3"
"564","Caleb Swanigan","SAC","PF","3.3","0.3","50","0","0","50","0.3","0.3","0.7","0.1","0.3"
"565","Caleb Swanigan","POR","PF","13.3","1.3","60.5","0","0","53.3","1.5","1.3","3.4","0.1","0.3"
"566","Jayson Tatum","BOS","PF","34.3","8.4","45","2.9","40.3","81.2","3","1","6","1.4","0.9"
"567","Jeff Teague","TOT","PG","24.8","3.6","43.6","0.7","36.8","87.3","5.2","0.5","1.9","0.7","0.3"
"568","Jeff Teague","MIN","PG","27.8","4.3","44.8","1","37.9","86.8","6.1","0.4","2.1","0.7","0.4"
"569","Jeff Teague","ATL","PG","20.8","2.7","41.2","0.4","33.3","88.7","4","0.5","1.7","0.8","0.2"
"570","Garrett Temple","BRK","SG","27.9","3.6","37.8","2","32.9","80.5","2.5","0.5","3","0.8","0.5"
"571","Daniel Theis","BOS","C","24.1","3.7","56.6","0.5","33.3","76.3","1.7","2.2","4.4","0.6","1.3"
"572","Isaiah Thomas","WAS","PG","23.1","4.4","40.8","2","41.3","81.6","3.7","0.3","1.4","0.3","0.2"
"573","Khyri Thomas","DET","SG","7.6","0.6","29.4","0.6","35.7","50","0.4","0.1","0","0.4","0"
"574","Lance Thomas","BRK","SF","14","1.1","34.8","0.6","30.8","100","0.9","0.3","1.6","0","0"
"575","Matt Thomas","TOR","SG","10.7","1.8","48.7","1.1","47.5","75","0.5","0.2","1.3","0.2","0"
"576","Tristan Thompson","CLE","C","30.2","5.1","51.2","0.2","39.1","61.5","2.1","4","6.2","0.6","0.9"
"577","Sindarius Thornwell","NOP","SG","17.5","3","54.5","1","50","50","2","0","2","0.5","0.5"
"578","Matisse Thybulle","PHI","SG","19.8","1.7","42.3","0.9","35.7","61","1.2","0.7","1","1.4","0.7"
"579","Anthony Tolliver","TOT","PF","15.9","1.2","35.7","0.9","33.8","72.4","0.8","0.6","2.2","0.3","0.2"
"580","Anthony Tolliver","POR","PF","16.8","1.3","36.8","0.9","33.7","68.4","0.9","0.8","2.5","0.2","0.3"
"581","Anthony Tolliver","SAC","PF","9.1","0.3","17.6","0.2","13.3","50","0.3","0.2","1","0.4","0.1"
"582","Anthony Tolliver","MEM","PF","18.2","1.5","39.6","1.3","41.5","87.5","0.8","0.4","2.2","0.5","0.1"
"583","Juan Toscano-Anderson","GSW","SF","20.9","2.2","46","0.6","34.8","60","2","0.7","3.3","1","0.4"
"584","Karl-Anthony Towns","MIN","C","33.9","9","50.8","3.3","41.2","79.6","4.4","2.7","8.1","0.9","1.2"
"585","Gary Trent Jr.","POR","SG","21.8","3.2","44.4","1.8","41.8","82.2","1","0.4","1.2","0.8","0.3"
"586","Allonzo Trier","NYK","PG","12.1","2.1","48.1","0.8","35.8","79.1","1.2","0.3","1","0.1","0.2"
"587","P.J. Tucker","HOU","PF","34.3","2.5","41.5","1.5","35.8","81.3","1.6","1.6","5.1","1.1","0.5"
"588","Rayjon Tucker","UTA","SG","8.1","1","46.5","0.2","17.6","82.6","0.3","0.2","0.9","0.1","0.1"
"589","Evan Turner","ATL","PG","13.2","1.3","37.3","0","0","85.7","2","0.4","1.6","0.5","0.4"
"590","Myles Turner","IND","C","29.5","4.3","45.7","1.4","34.4","75.1","1.2","1.4","5.2","0.7","2.1"
"591","Jarrod Uthoff","TOT","SF","7.6","1","38.9","0.4","33.3","100","0","0.3","0.6","0.1","0"
"592","Jarrod Uthoff","MEM","SF","3.5","0.3","14.3","0","0","100","0","0.3","0","0.3","0"
"593","Jarrod Uthoff","WAS","SF","13","2","54.5","1","60","0","0","0.3","1.3","0","0"
"594","Jonas Valančiūnas","MEM","C","26.4","6.2","58.5","0.5","35.2","74","1.9","3","8.2","0.4","1.1"
"595","Denzel Valentine","CHI","SF","13.6","2.7","40.9","1.3","33.6","75","1.2","0.3","1.8","0.7","0.2"
"596","Jarred Vanderbilt","TOT","SF-PF","4.2","0.5","62.5","0","0","100","0.2","0.3","0.5","0.3","0.1"
"597","Jarred Vanderbilt","DEN","SF","4.6","0.6","71.4","0","0","0","0.2","0.3","0.6","0.3","0.1"
"598","Jarred Vanderbilt","MIN","PF","2.5","0","0","0","0","100","0","0","0.5","0","0"
"599","Fred VanVleet","TOR","PG","35.7","5.9","41.3","2.7","39","84.8","6.6","0.3","3.4","1.9","0.3"
"600","Gabe Vincent","MIA","PG","9.2","0.9","21.6","0.7","22.2","0","0.7","0","0.6","0.6","0"
"601","Noah Vonleh","TOT","C-PF","10.5","1.4","56.5","0.1","20","78.1","0.8","1","2.4","0.3","0.2"
"602","Noah Vonleh","MIN","C","12","1.6","54.7","0.1","14.3","82.1","0.9","1.2","2.8","0.4","0.2"
"603","Noah Vonleh","DEN","PF","4.3","0.7","83.3","0.1","100","50","0.3","0.4","0.7","0","0"
"604","Nikola Vučević","ORL","C","32.2","8","47.7","1.6","33.9","78.4","3.6","2.3","8.6","0.9","0.8"
"605","Dean Wade","CLE","PF","5.9","0.8","69.2","0.2","50","0","0.2","0.3","1.3","0.2","0.3"
"606","Moritz Wagner","WAS","C","18.6","3.2","54.5","0.6","31.3","82.1","1.2","1.2","3.6","0.6","0.4"
"607","Dion Waiters","TOT","SG","20.7","4.1","41.4","1.5","31.9","82.4","2","0.2","2.2","0.4","0.6"
"608","Dion Waiters","MIA","SG","14","3.3","38.5","2.7","47.1","0","1","0","3.7","0","0.7"
"609","Dion Waiters","LAL","SG","23.6","4.4","42.5","1","23.3","87.5","2.4","0.3","1.6","0.6","0.6"
"610","Kemba Walker","BOS","PG","31.1","6.8","42.5","3.2","38.1","86.4","4.8","0.6","3.2","0.9","0.5"
"611","Lonnie Walker","SAS","SG","16.2","2.5","42.6","0.7","40.6","72.1","1.1","0.4","1.9","0.5","0.2"
"612","Tyrone Wallace","ATL","SG","11.4","1","31.8","0.1","6.7","64.7","0.9","0.2","1.4","0.5","0.1"
"613","Taurean Prince","BRK","SF","29","4.3","37.6","2.3","33.9","79.8","1.8","0.8","5.2","0.9","0.4"
"614","Derrick Walton","TOT","PG","9.5","0.7","46.2","0.4","41.7","77.8","1","0.1","0.5","0.3","0"
"615","Derrick Walton","LAC","PG","9.7","0.7","47.2","0.4","42.9","77.8","1","0.1","0.6","0.2","0"
"616","Derrick Walton","DET","PG","8.7","0.3","33.3","0.3","33.3","0","1.7","0","0.3","1","0"
"617","Brad Wanamaker","BOS","PG","19.3","2.3","44.8","0.5","36.3","92.6","2.5","0.3","1.7","0.9","0.2"
"618","T.J. Warren","IND","SF","32.9","8","53.6","1.4","40.3","81.9","1.5","1","3.2","1.2","0.5"
"619","P.J. Washington","CHO","PF","30.3","4.6","45.5","1.5","37.4","64.7","2.1","1","4.4","0.9","0.8"
"620","Yuta Watanabe","MEM","SG","5.8","0.8","44.1","0.2","37.5","37.5","0.3","0.4","0.7","0.3","0.1"
"621","Tremont Waters","BOS","PG","10.8","1.3","28.6","0.4","16.7","100","1.5","0","1.1","0.9","0.2"
"622","Paul Watson","TOT","SF-SG","8.7","1","38.5","0.4","33.3","77.8","0.8","0.2","1.5","0.4","0.1"
"623","Paul Watson","ATL","SG","8.5","0","0","0","0","0","1.5","0","1","0.5","0"
"624","Paul Watson","TOR","SF","8.8","1.3","52.6","0.5","44.4","77.8","0.6","0.3","1.6","0.4","0.1"
"625","Quinndary Weatherspoon","SAS","SG","7.1","0.5","29.4","0.1","20","50","1","0.1","0.5","0.3","0.1"
"626","Russell Westbrook","HOU","PG","35.9","10.6","47.2","1","25.8","76.3","7","1.8","6.2","1.6","0.4"
"627","Coby White","CHI","SG","25.8","4.8","39.4","2","35.4","79.1","2.7","0.4","3.1","0.8","0.1"
"628","Derrick White","SAS","SG","24.7","3.7","45.8","1.2","36.6","85.3","3.5","0.5","2.8","0.6","0.9"
"629","Hassan Whiteside","POR","C","30","6.5","62.1","0.1","57.1","68.6","1.2","3.9","9.7","0.4","2.9"
"630","Andrew Wiggins","TOT","SF-SG","34.4","8.1","44.7","2.1","33.2","70.9","3.7","1.2","3.9","0.8","1"
"631","Andrew Wiggins","MIN","SF","34.6","8.4","44.4","2.2","33.1","72","3.7","1.1","4.1","0.7","0.9"
"632","Andrew Wiggins","GSW","SG","33.6","7.2","45.7","1.7","33.9","67.2","3.6","1.5","3.1","1.3","1.4"
"633","Grant Williams","BOS","PF","15.1","1.3","41.2","0.3","25","72.2","1","0.9","1.7","0.4","0.5"
"634","Johnathan Williams","WAS","C","12","1.3","55.9","0","0","53.8","0.5","1.6","2.7","0.1","0.5"
"635","Kenrich Williams","NOP","PF","21.3","1.3","34.7","0.6","25.8","34.6","1.5","1.3","3.5","0.7","0.5"
"636","Lou Williams","LAC","SG","28.7","6","41.8","1.7","35.2","86.1","5.6","0.5","2.6","0.7","0.2"
"637","Marvin Williams","TOT","PF","19.5","2.1","44.6","1","35.9","86","1","0.5","2.6","0.6","0.5"
"638","Marvin Williams","CHO","PF","19.7","2.3","44.8","1.1","37.6","86","1","0.4","2.3","0.6","0.5"
"639","Marvin Williams","MIL","PF","18.9","1.5","43.9","0.7","30.8","85.7","1.1","0.9","3.5","0.6","0.5"
"640","Robert Williams","BOS","C","13.4","2.2","72.7","0","0","64.7","0.9","1.4","3","0.8","1.2"
"641","Nigel Williams-Goss","UTA","PG","5","0.5","31.3","0.2","28.6","100","0.6","0.2","0.4","0.3","0.1"
"642","Zion Williamson","NOP","PF","27.8","8.8","58.3","0.3","42.9","64","2.1","2.7","3.6","0.7","0.4"
"643","D.J. Wilson","MIL","PF","9.8","1.4","39.4","0.5","24.7","61.1","0.7","0.3","2.2","0.1","0.1"
"644","Justise Winslow","MIA","SF","32","4.5","38.8","0.5","22.2","66.7","4","1.5","5.2","0.6","0.5"
"645","Christian Wood","DET","PF","21.4","4.6","56.7","0.9","38.6","74.4","1","1.7","4.6","0.5","0.9"
"646","Delon Wright","DAL","SG","21.5","2.6","46.2","0.6","37","77","3.3","1","2.9","1.2","0.3"
"647","Justin Wright-Foreman","UTA","PG","11.3","1.8","35","0.5","20","75","1.8","0","1.3","0.5","0"
"648","Thaddeus Young","CHI","PF","24.9","4.2","44.8","1.2","35.6","58.3","1.8","1.5","3.5","1.4","0.4"
"649","Trae Young","ATL","PG","35.3","9.1","43.7","3.4","36.1","86","9.3","0.5","3.7","1.1","0.1"
"650","Cody Zeller","CHO","C","23.1","4.3","52.4","0.3","24","68.2","1.5","2.8","4.3","0.7","0.4"
"651","Tyler Zeller","SAS","C","2","0.5","25","0","0","0","0","1.5","0.5","0","0"
"652","Ante Žižić","CLE","C","10","1.9","56.9","0","0","73.7","0.3","0.8","2.2","0.3","0.2"
"653","Ivica Zubac","LAC","C","18.4","3.3","61.3","0","0","74.7","1.1","2.7","4.8","0.2","0.9"
