"","Player","Tm","Pos","MP","FG","FGP","X3P","X3PP","FTP","AST","ORB","DRB","STL","BLK"
"78","Thomas Bryant","WAS","C","27.1","5.9","64.8","0.9","42.9","66.7","1.5","1.8","4.3","0.4","0.8"
"79","Reggie Bullock","NYK","SF","26.8","3.1","41.1","1.8","38.3","81.3","1.4","0.3","3.2","0.7","0.2"
"80","Trey Burke","DAL","PG","17.3","2.9","44.4","1.3","39.6","85.2","1.6","0.1","1","0.8","0.1"
"81","Alec Burks","NYK","SG","25.5","3.6","39.5","2","40.9","81.4","2.1","0.5","4.1","0.8","0.3"
"82","Jimmy Butler","MIA","SF","32.9","6","43.8","0.3","16.7","85.8","7.4","1.8","5.9","1.9","0.4"
"83","Bruno Caboclo","HOU","PF","6","1.3","47.1","0","0","50","0.2","0.5","1.8","0","0.3"
"84","Devontae Cacok","LAL","PF","2","1","100","0","0","0","0","0","0","0","0"
"85","Kentavious Caldwell-Pope","LAL","SG","25.1","3","44.6","1.6","42.4","85.2","1.3","0.3","1.9","0.8","0.3"
"86","Facundo Campazzo","DEN","PG","14","1.5","39.6","1","37.5","75.9","1.9","0.2","0.6","0.9","0.2"
"87","Vlatko Čančar","DEN","PF","3.5","0.2","21.4","0.1","12.5","50","0.1","0.2","0.7","0.3","0.2"
"88","Clint Capela","ATL","C","29.3","6.3","57.9","0","0","53.2","1","4.6","9.4","0.8","2.2"
"89","Vernon Carey Jr.","CHO","C","2","0.3","33.3","0","0","50","0.3","0.7","0.3","0","0.3"
"90","Jevon Carter","PHO","PG","11.1","1.1","34.2","0.6","28.6","100","1.1","0.1","1.3","0.4","0.3"
"91","Wendell Carter Jr.","CHI","C","26.6","4.8","55.1","0.3","26.7","72.2","2.2","2.2","5.6","0.7","0.7"
"92","Michael Carter-Williams","ORL","SG","24.6","2.9","35.4","0.2","11.8","73.9","3","1.8","2.9","0.5","0.4"
"93","Alex Caruso","LAL","PG","18.7","2","46.4","1","44","83.3","2.3","0.5","1.9","1","0.2"
"94","Willie Cauley-Stein","DAL","C","17.5","2.4","62.6","0","20","63.6","0.8","1.3","3.3","0.3","0.7"
"95","Chris Chiozza","BRK","PG","9.3","1","29.3","0.4","27.8","81.8","2.3","0.3","0.7","0.3","0.3"
"96","Marquese Chriss","GSW","PF","13.5","2.5","35.7","0.5","20","50","1","1.5","5","0","1"
"97","Gary Clark","ORL","SF","21","1.2","29.4","0.9","26.4","85.7","0.9","1.1","2.5","0.3","0.2"
"98","Brandon Clarke","MEM","PF","27.2","5.6","50","0.6","30.6","63.4","1.8","1.6","4","1.2","0.8"
"99","Jordan Clarkson","UTA","SG","26.2","6.7","45.3","3.2","38.2","95.8","2.1","0.9","3.2","1","0.2"
"100","Amir Coffey","LAC","SG","8.1","1.1","52.5","0.6","52.4","33.3","0.4","0.2","0.6","0.2","0"
"101","John Collins","ATL","PF","31.6","7.1","54.7","1.4","41.1","86.7","1.6","2.2","5.4","0.5","1"
"102","Mike Conley","UTA","PG","29.3","5.7","45","2.8","41","81.5","5.8","1","2.7","1.4","0.1"
"103","Pat Connaughton","MIL","SG","19","2.2","43.8","1.3","38.4","62.5","1.4","0.9","2.9","0.7","0.5"
"104","Quinn Cook","LAL","PG","3.4","0.6","42.9","0.3","36.4","80","0.3","0","0.3","0.1","0"
"105","DeMarcus Cousins","HOU","C","20.2","3.2","37.6","1.6","33.6","74.6","2.4","1.2","6.4","0.8","0.7"
"106","Robert Covington","POR","PF","31.4","2.7","37.1","1.7","33.3","88.9","1.8","0.8","5.4","1.6","0.9"
"107","Torrey Craig","MIL","SF","11.7","1.1","45.9","0.5","44.4","50","0.8","0.8","1.8","0.5","0.3"
"108","Jae Crowder","PHO","PF","27.9","3.4","37.9","2.4","34.5","84.8","2.2","0.4","4.8","0.9","0.2"
"109","Jarrett Culver","MIN","SG","21.2","3.2","45.9","0.5","25.8","60.6","0.9","1.6","3.4","0.7","0.4"
"110","Seth Curry","PHI","SG","29","4.6","50","2.1","47.9","97.5","2.7","0.2","1.7","0.8","0.3"
"111","Stephen Curry","GSW","PG","34","10","49.2","5","42.5","93.5","6","0.4","4.9","1.2","0.1"
"112","Anthony Davis","LAL","PF","32.8","8.9","53.3","0.7","29.3","71.5","3","2","6.3","1.3","1.8"
"113","Ed Davis","MIN","C","13.9","0.9","41.9","0","0","87.5","1","2","3.1","0.5","0.5"
"114","Terence Davis","TOR","SG","13.8","2.5","43.8","1.3","38.4","90","0.9","0.3","1.4","0.5","0.1"
"115","DeMar DeRozan","SAS","PF","33.4","6.6","48.8","0.6","33.3","89.3","6.9","0.8","4.2","0.8","0.3"
"116","Hamidou Diallo","OKC","SG","24","4.7","48","0.4","28.9","66.1","2.5","1.1","4.3","1","0.4"
"117","Gorgui Dieng","MEM","C","17.7","2.6","53.2","1.1","50","83.9","1.4","1.4","3.4","0.8","0.7"
"118","Spencer Dinwiddie","BRK","SG","21.3","2","37.5","0.7","28.6","100","3","0","4.3","0.7","0.3"
"119","Donte DiVincenzo","MIL","SG","26.1","3.7","41.9","2","40.1","61.9","2.8","1","3.4","1.2","0.2"
"120","Luka Dončić","DAL","PG","35.3","10","47.5","2.4","33.5","79.5","9.4","0.9","7.7","1","0.7"
"121","Luguentz Dort","OKC","SG","29.6","4.3","40.9","1.9","32.3","74.6","1.4","0.7","2.8","0.9","0.3"
"122","Damyean Dotson","CLE","SG","20.4","3","41","1.1","28.3","69.2","2.2","0.2","1.7","0.5","0.1"
"123","Devon Dotson","CHI","PG","10","2","50","0","0","0","0","0","1","0","0"
"124","Sekou Doumbouya","DET","PF","13.1","1.5","35.3","0.4","25.6","73.9","0.6","0.6","1.8","0.4","0.1"
"125","PJ Dozier","DEN","SG","19.4","2.6","46.8","0.9","40.5","72","1.4","0.9","3.2","0.5","0.6"
"126","Goran Dragić","MIA","PG","26.5","5.2","45.6","1.6","35.9","80.9","5.3","0.4","2.6","0.5","0.1"
"127","Andre Drummond","CLE","C","28.9","7.2","47.4","0","0","59.7","2.6","4","9.4","1.6","1.2"
"128","Jared Dudley","LAL","PF","3.7","0.2","100","0.2","100","0","0.2","0.2","0.8","0","0"
"129","Kevin Durant","BRK","PF","35.7","9.9","52.4","2.6","43.4","86.9","5.3","0.4","6.9","0.7","1.4"
"130","Anthony Edwards","MIN","SG","28.2","5.4","38.3","1.8","31.9","80.6","2.4","0.6","3.1","0.7","0.3"
"131","Carsen Edwards","BOS","SG","10.3","1.8","43.6","0.8","33.3","77.8","0.4","0.2","0.8","0.3","0.1"
"132","CJ Elleby","POR","SF","8","1.2","48.3","0.4","27.8","66.7","0.3","0.3","0.7","0.3","0.3"
"133","Wayne Ellington","DET","SG","22.9","3.7","45.6","2.7","43.8","75","1.1","0.3","1.6","0.4","0.2"
"134","Joel Embiid","PHI","C","32.5","9.4","54","1.2","39.7","85.1","3.1","1.9","8.9","1.3","1.2"
"135","James Ennis","ORL","SF","21.9","2.6","49.5","0.9","44.7","83.9","1.4","1.2","2.6","1","0.3"
"136","Drew Eubanks","SAS","C","12.6","1.5","43.2","0","0","75","0.4","0.6","2.7","0.1","1.4"
"137","Dante Exum","CLE","SG","19.3","1.7","38.5","0.3","18.2","50","2.2","0.3","2.5","0.7","0.3"
"138","Tacko Fall","BOS","C","8.2","1.3","66.7","0","0","37.5","0","1.3","2.2","0","1.3"
"139","Derrick Favors","UTA","C","16.4","2.4","62.9","0","0","80.4","0.9","2.1","3.5","0.6","1.1"
"140","Cristiano Felício","CHI","C","6.3","0.5","75","0","0","62.5","0.8","1","1","0.3","0"
"141","Terrance Ferguson","PHI","SG","3.4","0","0","0","0","0","0.3","0","0.1","0","0"
"142","Bruno Fernando","ATL","C","8.8","0.6","40.9","0","0","60","0.6","0.8","2.7","0.1","0.1"
"143","Yogi Ferrell","CLE","PG","20","4","38.1","1.5","33.3","0","2.5","1.5","2","1.5","0.5"
"144","Dorian Finney-Smith","DAL","PF","30.7","3.3","45","1.9","38.1","83.3","1.2","1.5","3.3","1","0.4"
"145","Malachi Flynn","TOR","PG","8.2","0.8","28.2","0.4","21.7","50","1.2","0.1","0.6","0.3","0"
"146","Bryn Forbes","MIL","SG","18.4","3.5","48","2","47.1","70","0.5","0.2","1","0.3","0"
"147","Trent Forrest","UTA","PG","3.3","0","0","0","0","100","0.3","0","0.3","0.5","0"
"148","Evan Fournier","ORL","SF","28.7","5.8","45.1","2.3","36.6","80","3.6","0.3","2.3","1","0.4"
"149","De'Aaron Fox","SAC","PG","33.1","8.4","47.6","1.8","34.3","69","6.8","0.7","2.6","1.2","0.5"
"150","Tim Frazier","MEM","PG","11","0.7","25","0","0","0","2.3","0","1.3","0.3","0"
"151","Markelle Fultz","ORL","PG","26.9","5.1","39.4","0.5","25","89.5","5.4","0.6","2.5","1","0.3"
"152","Wenyen Gabriel","NOP","PF","3.3","0","0","0","0","0","0.3","0.3","1","0","0"
"153","Daniel Gafford","CHI","PF","14.3","2.1","67.1","0","0","67.6","0.7","1.4","1.9","0.5","1.3"
"154","Danilo Gallinari","ATL","PF","19.7","3","39.7","1.6","37.7","94.2","1.1","0.2","2.7","0.2","0.1"
"155","Langston Galloway","PHO","SG","11.1","1.5","46.6","0.9","47.6","100","0.7","0.2","0.9","0.2","0"
"156","Darius Garland","CLE","PG","32.3","6.4","45.2","1.7","40.7","90.3","5.3","0.5","1.8","1","0.1"
"157","Marc Gasol","LAL","C","20","1.4","40","0.7","35.1","88","1.8","0.8","3.4","0.4","1.2"
"158","Rudy Gay","SAS","PF","22","4.2","41.9","1.6","36.6","76.7","1.5","0.9","4.3","0.7","0.5"
"159","Paul George","LAC","SF","34","8.4","50.8","3.8","47.8","90.5","5.5","0.7","5.6","1.2","0.5"
"160","Taj Gibson","NYK","PF","13.6","1.3","50","0.1","20","50","0.5","1.4","1.8","0.3","0.4"
"161","Harry Giles","POR","C","11.8","1.2","41.9","0.1","37.5","72.2","0.9","1.1","3.8","0.2","0.4"
"162","Shai Gilgeous-Alexander","OKC","SG","33.7","7.9","50.3","1.9","38.3","78.4","6.5","0.7","4.7","0.8","0.6"
"163","Anthony Gill","WAS","PF","6.5","0.3","30","0.1","14.3","75","0.3","0.3","1.6","0.3","0.2"
"164","Rudy Gobert","UTA","C","30.3","5.4","64","0","0","58.1","1.3","3.5","9.9","0.4","2.7"
"165","Brandon Goodwin","ATL","PG","12.7","1.5","32.4","0.6","26.9","70.8","2","0.1","1.1","0.5","0"
"166","Aaron Gordon","ORL","PF","29.1","4.8","42.7","1.6","36.9","61.3","4.2","1.7","5.5","0.7","0.8"
"167","Eric Gordon","HOU","SG","29.4","6.2","46.3","2.7","35.1","84.8","2.7","0.3","1.9","0.5","0.5"
"168","Devonte' Graham","CHO","PG","32.8","4.4","35.2","2.8","34.7","77.5","5.7","0.6","2.4","1","0"
"169","Jerami Grant","DET","SF","36.3","7.9","44.3","2.6","38.7","88.3","2.9","0.8","4.4","0.8","1.2"
"170","Danny Green","PHI","SF","28.4","3.1","40.1","2.2","37.5","71.4","1.7","1","2.7","1.1","0.7"
"171","Draymond Green","GSW","PF","29","2","36.2","0.3","18.6","67.6","8.3","0.6","5","1.4","0.6"
"172","JaMychal Green","DEN","PF","21.3","3.3","44.1","1.7","42.7","84.4","1","1.7","4.5","0.6","0.3"
"173","Javonte Green","BOS","SG","15.3","1.7","50","0.4","33.3","69","0.4","0.9","1.6","0.9","0.1"
"174","Jeff Green","BRK","PF","26","3.5","50.5","1.6","42.7","82.2","1.4","0.5","3.3","0.7","0.3"
"175","Josh Green","DAL","SG","12.5","1","47.2","0.1","16.7","54.5","0.6","0.7","1.6","0.2","0.1"
"176","Blake Griffin","DET","PF","31.3","4.1","36.5","2","31.5","71","3.9","0.4","4.9","0.7","0.1"
"177","Kyle Guy","SAC","PG","7.9","0.9","28.1","0.4","25","87.5","1.3","0.3","0.9","0.4","0"
"178","Rui Hachimura","WAS","PF","29.2","4.7","45.4","0.8","30","78.4","2","1.2","4.3","0.6","0.1"
"179","Ashton Hagans","MIN","PG","2","0","0","0","0","0","0","0","0","0","0"
"180","Tyrese Haliburton","SAC","PG","29.4","4.8","49.8","2.3","44.3","82.4","5.2","1","2.6","1.2","0.6"
"181","Josh Hall","OKC","SF","7.3","0.6","22.2","0.1","12.5","42.9","1","0.1","1.1","0","0"
"182","R.J. Hampton","DEN","PG","8.6","0.9","40.4","0.2","31.3","66.7","0.5","0.4","1.5","0.2","0.1"
"183","Tim Hardaway Jr.","DAL","SG","30.6","5.9","43.9","3.1","39.3","78.5","1.6","0.2","3","0.7","0.1"
"184","James Harden","TOT","SG","37.6","7.6","48.2","3","38.4","89.7","11.3","0.8","6.5","1","0.8"
"185","James Harden","HOU","SG","36.3","7.5","44.4","3.1","34.7","88.3","10.4","0.6","4.5","0.9","0.8"
"186","James Harden","BRK","SG","38.3","7.7","50.2","3","40.7","90.5","11.8","0.8","7.6","1.1","0.8"
"187","Maurice Harkless","MIA","SF","10.9","0.4","40","0.4","50","0","0.7","0.1","0.8","0.2","0.3"
"188","Jared Harper","NYK","PG","2.5","0","0","0","0","100","0","0","0","0","0"
"189","Montrezl Harrell","LAL","C","24.6","5.3","64.6","0","0","73.8","1.1","2.3","4","0.7","0.7"
"190","Gary Harris","DEN","SG","30.6","3.6","44.2","1.3","32","73.3","1.7","0.7","1.8","0.9","0.2"
"191","Jalen Harris","TOR","SG","2","0","0","0","0","0","0","0.5","0","0","0"
"192","Joe Harris","BRK","SF","30.9","5.5","52.9","3.3","49.5","69.6","1.9","0.6","2.9","0.5","0.2"
"193","Tobias Harris","PHI","PF","34.5","8","51.8","1.8","42.6","90","3.1","1.3","6.5","0.8","0.8"
"194","Shaquille Harrison","UTA","SG","3.4","0.4","31.6","0","0","83.3","0.5","0.2","0.4","0.1","0"
"195","Josh Hart","NOP","SF","28","3.1","45.1","1.4","34.8","71.1","2.1","1","6.4","0.8","0.2"
"196","Isaiah Hartenstein","DEN","C","8.7","1.7","54.5","0","0","59.3","0.6","1.4","1.4","0.4","0.7"
"197","Jaxson Hayes","NOP","C","11.7","1.7","63.6","0","0","69.2","0.4","1.2","2.4","0.3","0.3"
"198","Killian Hayes","DET","PG","21.1","1.9","27.7","0.7","25","50","3.6","0.1","1","0.3","0"
"199","Gordon Hayward","CHO","SF","35.5","8.1","48.6","2.2","42.2","86.4","3.8","0.9","4.5","1.1","0.4"
"200","Juan Hernangómez","MIN","PF","18.6","2.3","40","1.1","31.8","64.3","0.5","1","4","0.4","0.2"
"201","Willy Hernangómez","NOP","C","17.1","2.8","54.5","0.1","20","65.2","1.2","2.6","3.8","0.5","0.4"
"202","Tyler Herro","MIA","SG","34.4","6.5","43.7","2.1","33.9","78","3.9","0.5","5.9","0.5","0.5"
"203","Buddy Hield","SAC","SG","34.8","5.3","37.7","3.9","37.7","87.2","3","0.4","4.4","0.9","0.3"
"204","George Hill","OKC","PG","26.4","4.4","50.8","1.6","38.6","84","3.1","0.6","1.5","0.9","0.1"
"205","Solomon Hill","ATL","PF","19","1.5","35.8","1","32.2","80","0.9","0.4","1.9","0.6","0.2"
"206","Nate Hinton","DAL","SG","3.2","0.5","23.1","0.2","20","50","0","0","0","0.2","0.2"
"207","Aaron Holiday","IND","PG","19.9","2.8","37","1.1","33.3","75.9","1.8","0.2","1.1","0.5","0.1"
"208","Jrue Holiday","MIL","PG","32.5","6.5","50.2","1.9","38.7","79.1","5.4","1.3","3.5","1.9","0.6"
"209","Justin Holiday","IND","SG","32.2","4","46.6","2.4","41.9","79.1","1.7","0.7","3.5","1.2","0.3"
"210","Richaun Holmes","SAC","C","29.6","5.4","64.8","0","20","79.3","1.8","2.5","5.2","0.7","1.6"
"211","Rodney Hood","POR","SF","19","2.1","36.6","0.6","29.8","66.7","1.2","0.2","1.5","0.7","0.1"
"212","Al Horford","OKC","C","28.2","5.9","45.3","2.2","39","77.8","3.6","0.8","6.1","0.9","0.8"
"213","Talen Horton-Tucker","LAL","SG","16.5","2.7","44.7","0.5","27.9","82.1","1.8","0.4","2","0.8","0.5"
"214","Danuel House","HOU","SF","27.9","3.1","37.4","1.4","28.6","76.7","2.1","0.6","3.1","0.8","0.5"
"215","Dwight Howard","PHI","C","16.7","2.1","55.5","0.1","37.5","52.3","0.7","2.7","5","0.4","0.9"
"216","Markus Howard","DEN","SG","3.4","0.4","20.7","0.2","14.3","0","0.4","0","0.4","0.1","0"
"217","Kevin Huerter","ATL","SG","31.8","4.5","42.3","2.2","38.5","79.2","3.8","0.7","2.9","1.2","0.2"
"218","Elijah Hughes","UTA","SF","4.5","0.8","33.3","0.5","30","75","0.5","0","0.7","0.2","0.2"
"219","De'Andre Hunter","ATL","SF","32.2","6","51.4","1.7","36.6","87.7","2.2","0.9","4.5","0.9","0.5"
"220","Chandler Hutchison","CHI","SF","9.1","0.7","27.8","0.1","33.3","100","0.6","0.1","2.7","0.1","0"
"221","Serge Ibaka","LAC","C","24.2","4.8","51.5","1","37.7","81.8","1.7","1.9","4.8","0.2","1.2"
"222","Andre Iguodala","MIA","SF","21.2","1.6","36.9","1","31.8","45.5","2.3","0.5","3.1","1","0.5"
"223","Joe Ingles","UTA","SF","26.6","4.1","51.8","2.4","45.1","88.2","4.7","0.4","3","0.4","0.2"
"224","Brandon Ingram","NOP","SF","34.8","8.2","46.6","2.5","40","87.4","4.8","0.6","4.8","0.6","0.9"
"225","Kyrie Irving","BRK","PG","35.4","10.7","53.4","3.1","44.2","91.8","5.7","0.9","3.7","1.1","0.8"
"226","Wesley Iwundu","DAL","SF","13.6","0.8","28.3","0.2","13","80","0.5","0.3","1.6","0.4","0.1"
"227","Frank Jackson","DET","PG","5.6","0.6","25","0.4","30","0","1.1","0","0.7","0.1","0"
"228","Josh Jackson","DET","SG","24.1","4.5","42.7","1.4","32.2","68.5","1.9","0.7","3.3","1","0.9"
"229","Justin Jackson","OKC","SF","18","2.9","45.7","1.2","35.6","77.8","1.8","0.4","1.9","0.4","0.1"
"230","Reggie Jackson","LAC","SG","20.8","3.1","42.7","1.2","34.8","74.4","3.3","0.3","2.4","0.7","0.1"
"231","Justin James","SAC","SF","6.3","0.8","40","0","0","14.3","0.4","0.3","0.6","0.1","0.1"
"232","LeBron James","LAL","PG","34.7","9.4","50.4","2.5","37.8","71.1","7.9","0.6","7.6","1","0.5"
"233","DaQuan Jeffries","SAC","SG","13.7","1","25","0","0","0","0.7","0.7","1.3","1","0.7"
"234","Isaiah Joe","PHI","SG","13.3","1.7","38","1.3","37.5","100","0.9","0.3","0.9","0.4","0.3"
"235","Cameron Johnson","PHO","PF","25.4","3.8","43.8","2.2","36.9","87.1","1.5","0.6","3","0.6","0.3"
"236","James Johnson","DAL","PF","18.4","2.6","48.8","0.6","28","54.2","1.6","0.5","2.6","0.9","0.8"
"237","Keldon Johnson","SAS","SF","30.1","5.3","46.8","1","32.5","77.8","2.3","1.7","5.2","0.8","0.5"
"238","Stanley Johnson","TOR","PF","14.7","1","40.3","0.6","40.5","78.6","1.4","0.6","2","0.8","0.3"
"239","Tyler Johnson","BRK","SG","12.2","1.6","44.7","1.2","46.9","100","0.8","0.2","1","0.3","0"
"240","Nikola Jokić","DEN","C","35.9","10.5","57","1.5","40.2","87.1","8.6","3","8.2","1.6","0.6"
"241","Damian Jones","PHO","C","7.1","0.4","40","0","0","55.6","0","0.6","0.8","0.1","0.5"
"242","Derrick Jones Jr.","POR","SF","27.1","2.8","47.6","0.7","27.4","61.2","0.7","1.8","2.9","0.8","0.9"
"243","Mason Jones","HOU","SG","11.2","1.8","45.8","0.9","41.5","54.8","1.3","0.2","1.8","0.3","0"
"244","Tre Jones","SAS","PG","3","0.7","50","0.1","100","100","0.1","0.4","0","0","0"
"245","Tyus Jones","MEM","PG","23.5","3.3","40.6","0.7","25","80","5.3","0.6","2.1","1.3","0.1"
"246","DeAndre Jordan","BRK","C","21.6","3.2","78.8","0","0","54.8","1.9","1.8","5.3","0.3","1.4"
"247","Cory Joseph","SAC","PG","19.8","2.7","47.1","0.7","32.7","74.1","2.4","0.4","1.7","0.8","0.2"
"248","Mfiondu Kabengele","LAC","PF","4.1","0.4","26.1","0.1","16.7","75","0.2","0.1","0.6","0.1","0.1"
"249","Frank Kaminsky","PHO","C","15.8","2.6","45.2","0.8","38.5","60.9","2","1","3.5","0.2","0.5"
"250","Enes Kanter","POR","C","25.1","4.9","58.1","0","0","75.4","1.1","4.1","7","0.5","0.8"
"251","Luke Kennard","LAC","SG","22","3","46.3","1.6","44.2","86.7","1.8","0.3","2.6","0.3","0.2"
"252","Maxi Kleber","DAL","PF","25.6","2.2","43","1.7","45.3","94.4","1.5","0.9","4.4","0.4","0.8"
"253","Nathan Knight","ATL","PF","6","1","40.9","0.3","33.3","87.5","0.1","0.9","0.7","0.2","0.3"
"254","Kevin Knox","NYK","SF","16.2","1.9","38.9","1.1","37.9","83.3","0.7","0.4","1.7","0.3","0.3"
"255","John Konchar","MEM","SG","16.5","1.5","42.9","0.4","31.8","93.8","1.1","1","2.8","1.1","0.3"
"256","Furkan Korkmaz","PHI","SG","19.5","2.7","37.7","1.3","32","87.5","0.8","0.2","2.3","0.7","0.1"
"257","Luke Kornet","CHI","PF","7.2","0.5","21.4","0.2","9.1","100","0.3","0","1.5","0.3","0.2"
"258","Rodions Kurucs","TOT","SF-PF","5.2","0.4","30","0.2","21.4","50","0.3","0.1","0.7","0.4","0.1"
"259","Rodions Kurucs","BRK","PF","3.2","0.2","33.3","0.2","50","0","0.4","0","0.6","0","0"
"260","Rodions Kurucs","HOU","SF","6.3","0.6","29.4","0.2","16.7","50","0.2","0.2","0.8","0.6","0.2"
"261","Kyle Kuzma","LAL","SF","25","4.3","45.3","1.7","36.1","61.5","1.1","1.8","4.2","0.3","0.7"
"262","Jeremy Lamb","IND","SG","25.1","4.1","50.8","1.9","50","92.3","1.6","0.9","3.4","0.9","0.5"
"263","Zach LaVine","CHI","SG","35.6","10.2","52","3.6","43.7","84.7","5.2","0.8","4.7","1.1","0.4"
"264","Jake Layman","MIN","SF","15.4","2.4","48.9","0.6","29.7","78.3","0.5","0.3","1.2","0.9","0.5"
"265","Jalen Lecque","IND","PG","3","0.3","25","0","0","100","0.7","0.3","1","0","0"
"266","Damion Lee","GSW","SG","19.3","2.1","43.2","1.4","37.3","90.9","1.5","0.4","2.9","0.6","0.1"
"267","Saben Lee","DET","PG","8.8","0.6","35.7","0","0","80","1","0.1","0.3","0.5","0.1"
"268","Alex Len","TOT","C","14.6","2.4","62.7","0.3","31.6","58.8","1.1","0.8","2.8","0.4","1.1"
"269","Alex Len","TOR","C","10.9","0.7","50","0.4","50","50","0.4","0","1.6","0.1","0.9"
"270","Alex Len","WAS","C","16.6","3.2","64.6","0.2","23.1","60.7","1.4","1.2","3.4","0.5","1.2"
"271","Kawhi Leonard","LAC","SF","34.4","9.7","51.3","1.9","38.9","87.9","5","0.8","5","1.8","0.6"
"272","Meyers Leonard","MIA","C","9.7","1","42.9","1","42.9","50","0.7","0","2.3","0","0"
"273","Caris LeVert","BRK","SG","27.8","7.3","43.5","1.8","34.9","76.5","6","0.8","3.5","1.1","0.5"
"274","Kira Lewis Jr.","NOP","PG","13.1","2.1","40.2","0.6","37.9","65","1.8","0.1","0.8","0.6","0.1"
"275","Damian Lillard","POR","PG","35.9","9.2","45.1","4.1","38.4","93.3","7.7","0.5","3.9","1.1","0.3"
"276","Nassir Little","POR","PF","10.8","1.7","55","0.8","61.1","88.9","0.2","0.8","1.2","0.2","0.3"
"277","Kevon Looney","GSW","C","14.7","1.6","62.3","0.1","40","69.2","1.8","1.5","2.6","0.3","0.3"
"278","Brook Lopez","MIL","C","27.1","3.9","46","1.6","35.9","84.1","0.6","1.5","3.6","0.5","1.3"
"279","Robin Lopez","WAS","C","19.4","3.1","59.1","0.2","33.3","67.2","1","2.2","2","0.2","0.5"
"280","Kevin Love","CLE","PF","23","3","33.3","1.5","33.3","80","2.5","1","5","0.5","0"
"281","Kyle Lowry","TOR","PG","34.4","6","45.2","2.8","38.8","87.4","6.4","0.8","4.6","1.2","0.2"
"282","Timothé Luwawu-Cabarrot","BRK","SF","19.7","2.6","40.4","1.5","36.6","75","1.3","0.6","1.8","0.6","0.2"
"283","Trey Lyles","SAS","PF","11.8","1.3","50","0.3","26.7","60","0.5","0.5","2.6","0","0"
"284","Thon Maker","CLE","C","9.5","1.3","55.6","0","0","90.9","0.5","1","1.3","0.3","0.5"
"285","Théo Maledon","OKC","PG","23.4","2.8","40","1.5","37.8","70.8","2.8","0.2","2.5","1","0"
"286","Karim Mané","ORL","PG","9.3","0.2","11.1","0.2","50","100","0.2","0","1.7","0","0.2"
"287","Terance Mann","LAC","SG","15.1","1.6","45.7","0.2","25","75","1.1","0.9","2.4","0.5","0.2"
"288","Nico Mannion","GSW","PG","6","0.5","23.1","0.3","22.2","25","2","0","1.3","0.3","0"
"289","Boban Marjanović","DAL","C","7.2","1.9","51.9","0","0","69.2","0.1","1.3","2","0","0"
"290","Lauri Markkanen","CHI","PF","30.4","6.8","51.4","2.9","39.6","84.4","0.9","0.6","5.5","0.6","0.4"
"291","Naji Marshall","NOP","SF","2.7","0","0","0","0","50","0.3","0","0.7","0","0"
"292","Caleb Martin","CHO","SF","15.8","2.2","42","0.7","30","56","1.3","0.8","2","0.9","0.3"
"293","Cody Martin","CHO","SF","9.4","1.2","52.6","0.2","23.1","80","0.9","0.6","1.4","0.4","0"
"294","Kelan Martin","IND","SF","3.9","0.5","33.3","0.2","25","0","0","0.1","0.9","0.2","0"
"295","Kenyon Martin Jr.","HOU","SF","9.9","1.4","37","0.1","25","40","0.6","1.1","1.6","0.3","0.7"
"296","Frank Mason III","ORL","G","19.8","2.3","37.5","0.5","40","71.4","3","0.8","2.3","0","0"
"297","Garrison Mathews","WAS","SG","16.1","1.9","38.9","1.5","38.2","90.2","0.5","0.4","1.1","0.9","0.2"
"298","Dakota Mathias","PHI","SG","15.4","2.4","39.6","1","30.8","33.3","1.6","0.1","0.8","0.1","0.4"
"299","Wesley Matthews","LAL","SG","20.4","1.6","40","1.3","38.4","80","1.1","0.4","1","0.5","0.4"
"300","Tyrese Maxey","PHI","SG","16.9","3.7","45.6","0.5","27.8","88","1.7","0.2","1.7","0.5","0.1"
"301","Skylar Mays","ATL","SG","6.8","1.2","44.4","0.5","41.7","90","0.7","0.3","0.5","0.2","0"
"302","CJ McCollum","POR","SG","33.8","9.5","47.3","4.8","44.1","84.4","5","0.5","3.4","1.3","0.3"
"303","T.J. McConnell","IND","PG","24","2.7","50.4","0.2","37.5","33.3","6.6","0.7","2.7","1.7","0.4"
"304","Jaden McDaniels","MIN","PF","18.7","2","39.8","1","38.1","40","1","0.7","2.7","0.3","1.1"
"305","Jalen McDaniels","CHO","SF","10.8","1.6","48.5","0.2","22.2","63.6","0.6","0.4","1.7","0.2","0"
"306","Doug McDermott","IND","PF","26.2","5.1","51.1","1.5","35.5","79.5","1.4","1","3.1","0.3","0.1"
"307","Sean McDermott","MEM","SF","15.3","1.2","46.7","0.7","36.4","100","0.5","0.5","0.8","0.2","0.2"
"308","JaVale McGee","CLE","C","15.7","3.1","45.9","0.3","31.3","59.1","1","1.7","3.9","0.5","1.2"
"309","Rodney McGruder","DET","SG","8","1.1","47.4","0.4","42.9","100","0.8","0.4","0.8","0","0.1"
"310","Alfonzo McKinnie","LAL","SF","3.1","0.7","62.5","0.2","60","50","0.1","0.4","0.4","0.1","0"
"311","Jordan McLaughlin","MIN","PG","18.2","2.2","39.4","0.5","37.5","77.8","4.6","0.5","1.7","1","0.2"
"312","Ben McLemore","HOU","SG","15.2","2.2","37.4","1.4","33.7","72.2","1","0.4","1.8","0.6","0.1"
